"eia_id","operator_name","net_gen_kwh"
"57110","Blackstone Wind Farm LLC",241.0390000000000000
"56854","Wheat Field Wind Power Project LLC",240.9510000000000000
"56818","Evergy Kansas Central, Inc",240.4900000000000000
"58021","Whitetail Wind Energy, LLC",240.0720000000000000
"62939","Allete Clean Energy",239.4550000000000000
"55747","NWP Indian Mesa Wind Farm LP",237.9910000000000000
"56380","Oklahoma Gas & Electric Co",236.1810000000000000
"57844","Interstate Power and Light Co",235.6010000000000000
"58004","Granite Reliable Power",235.3340000000000000
"56878","EDF Renewable Asset Holdings, Inc.",233.5070000000000000
"57357","Red Mesa Wind LLC",230.2930000000000000
"59238","EDF Renewable Asset Holdings, Inc.",230.1210000000000000
"57447","AES Wind Generation Inc",229.9220000000000000
"57621","Rising Tree Wind Farm LLC",229.8250000000000000
"56142","Allete Clean Energy",227.1540000000000000
"57700","Vasco Winds, LLC",225.9510000000000000
"59629","Jericho Rise Wind Farm LLC",224.8600000000000000
"56650","Wessington Wind",224.7910000000000000
"56994","Northern States Power Co - Minnesota",224.6780000000000000
"56790","Avangrid Renewables LLC",224.2210000000000000
"58020","Beebe Renewable Energy, LLC",220.9860000000000000
"56831","Wisconsin Public Service Corp",217.3200000000000000
"60143","Black Hills Colorado Electric, LLC",216.9160000000000000
"59838","EDF Renewable Asset Holdings, Inc.",216.6460000000000000
"56649","NRG Energy Inc",216.5060000000000000
"58666","SRIV Partnership LLC",214.9000000000000000
"58395","NRG Yield LLC",214.8180000000000000
"56081","Blue Canyon Windpower LLC",214.5030000000000000
"56451","Leeward Asset Management, LLC",214.0460000000000000
"58155","Perrin Ranch Wind LLC",212.1880000000000000
"55734","Gray County Wind Energy LLC",210.8790000000000000
"54793","Allete Clean Energy",207.2880000000000000
"57387","Ashtabula Wind III LLC",207.1490000000000000
"56904","Valcour Operating Services, LLC",207.0080000000000000
"57837","Pinyon Pines Wind II, LLC",206.5200000000000000
"57701","NextEra Energy Montezuma Wind II, LLC",205.7360000000000000
"62417","RWE Renewables Americas LLC",205.5830000000000000
"58209","Blackwell Wind, LLC",204.6930000000000000
"57120","Wilton Wind II LLC",204.6590000000000000
"57888","Harvest II Windfarm, LLC",203.3440000000000000
"56424","FPL Energy Mower County LLC",202.5600000000000000
"56359","Avangrid Renewables LLC",202.1290000000000000
"56770","Avangrid Renewables LLC",201.8380000000000000
"56913","Osceola Windpower II",201.5170000000000000
"61330","Hog Creek Wind Project LLC",200.8130000000000000
"57991","Longroad Energy Services 2",197.2220000000000000
"56620","Valcour Operating Services, LLC",196.2620000000000000
"57283","Flat Water Wind Farm LLC",195.4680000000000000
"57755","TPW Petersburg LLC",195.4680000000000000
"57107","Milford Wind Corridor Stage II LLC",195.1130000000000000
"56952","Invenergy Services LLC",195.0460000000000000
"56372","Leeward Asset Management, LLC",194.7720000000000000
"55719","AES Wind Generation Inc",193.7420000000000000
"60210","Cotton Plains Wind I, LLC",192.4190000000000000
"57300","Criterion Power Partners LLC",190.2670000000000000
"57137","Eurus Combine Hills II LLC",189.6170000000000000
"62606","Whitney Hill Wind Power LLC",188.9200000000000000
"57244","Kit Carson Windpower LLC",187.8460000000000000
"57177","Meadow Lake Wind Farm IV LLC",187.8070000000000000
"56450","Leeward Asset Management, LLC",187.7610000000000000
"61925","Casa Mesa Wind, LLC",187.4330000000000000
"56621","NRG Energy Gas & Wind Holdings Inc",187.3190000000000000
"56947","NRG Energy Gas & Wind Holdings Inc",186.9660000000000000
"56301","Invenergy Services LLC",185.4170000000000000
"56901","Valcour Operating Services, LLC",184.6270000000000000
"54454","FPL Energy Operating Services, Inc.",184.3530000000000000
"56347","Wisconsin Power & Light Co",184.0250000000000000
"56912","FPL Energy Langdon Wind LLC",183.9930000000000000
"56622","Avangrid Renewables LLC",183.6440000000000000
"57890","Utah Associated Mun Power Sys",183.4050000000000000
"56320","Invenergy Services LLC",182.0520000000000000
"56673","Whirlwind Energy LLC",179.6070000000000000
"62445","Black Hills Electric Generation LLC",179.1370000000000000
"56573","FPL Energy Oliver County Wind II LLC",177.7750000000000000
"56357","FPL Energy Burleigh County Wind LLC",177.5640000000000000
"63327","Allete Clean Energy",177.4220000000000000
"57468","Crystal Lake 3 LLC",177.1250000000000000
"56618","Valcour Operating Services, LLC",175.9280000000000000
"57287","Avangrid Renewables LLC",175.9200000000000000
"57031","Otter Tail Power Co",173.8060000000000000
"57744","Laurel Wind Energy LLC",173.2420000000000000
"55796","Pecos Wind I LP",172.5860000000000000
"57278","NRG Energy Gas & Wind Holdings Inc",170.0200000000000000
"56416","Michigan Wind 1, LLC",169.2000000000000000
"57595","NRG Energy Gas & Wind Holdings Inc",169.0730000000000000
"57979","Green Mountain Power Corp",168.7740000000000000
"61916","Pegasus Wind, LLC",167.3110000000000000
"56619","Valcour Operating Services, LLC",167.2270000000000000
"61222","Golden Hills Interconnection Wind, LLC",164.8910000000000000
"58836","Lakeswind Power Partners",164.7800000000000000
"55795","Pecos Wind II LP",164.1680000000000000
"62080","Interstate Power and Light Co",163.5190000000000000
"59965","Sustainable Power Group, LLC",163.0840000000000000
"57326","Diamond Shamrock Refining Company LP",162.8850000000000000
"57459","AES Wind Generation Inc",162.1100000000000000
"57293","NRG Yield LLC",161.9590000000000000
"62840","Mountain Breeze Wind, LLC",161.1190000000000000
"56651","Duke Energy DEGS North Allegheny",158.9320000000000000
"58833","Red Horse 2",157.3850000000000000
"56753","NRG Energy Gas & Wind Holdings Inc",156.3030000000000000
"56990","Evergreen Wind, LLC",151.9150000000000000
"55287","Allete Clean Energy",151.2640000000000000
"55740","Shell Wind Energy Inc.",151.1740000000000000
"56942","Wisconsin Public Service Corp",151.1220000000000000
"56647","Butler Ridge Wind Energy Center",149.6470000000000000
"57830","Greenbacker Renewable Energy Corporation",149.2770000000000000
"55579","Llano Estacado Wind Ranch",149.1750000000000000
"62227","Engie North America",148.3880000000000000
"56980","RWE Renewables Americas LLC",148.3700000000000000
"10586","Terra-Gen Operating Co-Wind",147.7970000000000000
"62103","Wisconsin Power & Light Co",147.4720000000000000
"63914","Cedar Springs Wind, LLC",146.4070000000000000
"58218","NorthWestern Energy",145.9900000000000000
"56211","Leeward Asset Management, LLC",145.4250000000000000
"57319","Avangrid Renewables LLC",144.8340000000000000
"57285","Algonquin Power Co",143.7910000000000000
"57032","Otter Tail Power Co",143.7360000000000000
"56295","Leeward Asset Management, LLC",143.5250000000000000
"56791","Avangrid Renewables LLC",143.4440000000000000
"58908","Beebe 1B Renewable Energy, LLC",143.4170000000000000
"59222","Southern Power Co",143.3320000000000000
"56479","RWE Renewables Americas LLC",143.1040000000000000
"60314","Invenergy Services LLC",143.0720000000000000
"57033","Otter Tail Power Co",141.2940000000000000
"62291","Palmer's Creek Wind Farm, LLC",141.0790000000000000
"56383","Avangrid Renewables LLC",139.7760000000000000
"56879","AE Power Services LLC",138.0290000000000000
"60991","AEM Wind LLC",137.9210000000000000
"57139","Exus North America Management Partners LLC",136.7980000000000000
"57131","DTE Sustainable Generation",135.1000000000000000
"55986","GlidePath Power Operations LLC",133.7680000000000000
"56172","Avangrid Renewables LLC",133.1050000000000000
"58686","Onward Energy",132.5610000000000000
"56448","Evergreen Wind, LLC",132.4100000000000000
"56012","Shell Wind Energy Inc.",132.3750000000000000
"56297","Leeward Asset Management, LLC",132.0710000000000000
"56392","FPL Energy Oliver County Wind",131.5090000000000000
"56001","GlidePath Power Operations LLC",131.1750000000000000
"57832","Greenbacker Renewable Energy Corporation",129.9270000000000000
"57417","Greenbacker Renewable Energy Corporation",129.5300000000000000
"57947","Capital Power Corporation",129.0860000000000000
"56794","Avangrid Renewables LLC",129.0660000000000000
"55804","Black Hills Electric Generation LLC",128.4370000000000000
"64309","Soldier Creek Wind LLC",127.2140000000000000
"56106","Kimball Wind, LLC",127.1770000000000000
"56989","Evergreen Wind, LLC",126.7390000000000000
"58904","Fourmile Wind Energy, LLC",126.4120000000000000
"57867","Longroad Energy Services 2",126.1710000000000000
"57091","Duke Energy DEGS Silver Sage Wndpwr LLC",125.8130000000000000
"57568","Record Hill Wind LLC",125.0180000000000000
"56635","Harvest Windfarm, LLC",123.2800000000000000
"56162","Nebraska Public Power District",122.0790000000000000
"50690","Terra-Gen Operating Co-Wind",121.9480000000000000
"56195","Eurus Combine Hills I LLC",121.1500000000000000
"56819","Evergy Kansas Central, Inc",121.0060000000000000
"58035","Deepwater Wind Block Island LLC",120.2290000000000000
"63103","Engie North America",119.2090000000000000
"56779","Sherbino Mesa I Windfarm LLC",119.1180000000000000
"56378","Apollo Energy Corp",118.8050000000000000
"62431","Willow Creek Wind Power LLC",118.4950000000000000
"63915","PacifiCorp",116.0630000000000000
"56634","Evergreen Wind, LLC",115.8260000000000000
"56792","Avangrid Renewables LLC",115.2980000000000000
"57379","Axium Arizona Renewables, LLC",114.1480000000000000
"57852","DTE Electric Company",113.9500000000000000
"60329","Ringer Hill Wind LLC",113.3380000000000000
"63666","Bitter Ridge Wind Farm, LLC",111.7680000000000000
"63114","Mohave County Wind Farm",111.2790000000000000
"57098","Avangrid Renewables LLC",111.1250000000000000
"56752","NRG Energy Gas & Wind Holdings Inc",110.3740000000000000
"56174","Avangrid Renewables LLC",109.9040000000000000
"62482","Southern Power Co",109.7740000000000000
"57039","PacifiCorp",109.2720000000000000
"63389","Jordan Creek Wind Farm, LLC",109.1750000000000000
"56449","Evergreen Wind, LLC",108.5030000000000000
"56796","Avangrid Renewables LLC",108.0900000000000000
"62618","Hidalgo Wind Farm II LLC",108.0870000000000000
"56700","NRG Energy Gas & Wind Holdings Inc",107.7110000000000000
"58141","Avangrid Renewables LLC",106.7490000000000000
"55739","Allete Clean Energy",106.2050000000000000
"57635","Los Angeles Department of Water & Power",105.1890000000000000
"61039","Avangrid Renewables LLC",104.1110000000000000
"57239","Roth Rock Wind Farm LLC",103.8980000000000000
"57529","Kawailoa Wind LLC",103.7680000000000000
"56011","Shell Wind Energy Inc.",103.2350000000000000
"57976","MidAmerican Energy Co",102.5820000000000000
"57083","Evergreen Wind, LLC",101.3920000000000000
"56750","Northern States Power Co - Minnesota",99.3890000000000000
"63104","Engie North America",99.3430000000000000
"57268","EDF Renewable Asset Holdings, Inc.",99.0320000000000000
"56782","Montana-Dakota Utilities Co",98.5410000000000000
"56099","FPL Energy North Dakota Wind LLC",98.4060000000000000
"50821","Terra-Gen Operating Co-Wind",97.9910000000000000
"58608","Saddleback Ridge Wind, LLC",95.9530000000000000
"61155","Consolidated Edison Development Inc.",95.0980000000000000
"56369","Avangrid Renewables LLC",94.5030000000000000
"56054","Garwin McNeilus",93.4330000000000000
"62745","Wheatridge Wind Holdings, LLC",93.0260000000000000
"58019","High Mesa Energy, LLC",92.6250000000000000
"57980","Black Hills Colorado Electric, LLC",91.4280000000000000
"57996","Auwahi Wind Energy LLC",91.1820000000000000
"59147","Fair Wind Power Partners, LLC",90.4550000000000000
"60486","Greenbacker Renewable Energy Corporation",89.8480000000000000
"56536","Cow Branch Wind Power, LLC",89.7970000000000000
"57201","FPL Energy Montezuma Wind",89.3590000000000000
"56594","RWE Renewables Americas LLC",89.2030000000000000
"57045","AE Power Services LLC",88.3030000000000000
"57380","Avangrid Renewables LLC",87.1970000000000000
"56960","Duke Energy DEGS Happy Jack",86.6050000000000000
"57432","Minnesota Municipal Power Agny",86.0660000000000000
"50281","San Gorgonio Farms Inc",85.9800000000000000
"56555","Wind Capital Holdings, LLC",85.9320000000000000
"57386","Ridgewind Power Partners LLC",85.8490000000000000
"56446","Leeward Asset Management, LLC",85.2670000000000000
"57289","Big Blue Wind Farm LLC (MN)",85.2000000000000000
"56092","FPL Energy South Dakota Wind LLC",84.4480000000000000
"58924","Sugar Creek Wind One LLC",84.2060000000000000
"55125","ESI Vansycle Partners LP",83.6240000000000000
"57887","Wildcat Wind, LLC",83.2940000000000000
"56537","CR Clearing, LLC",83.0700000000000000
"56302","Terra-Gen Operating Co-Wind",81.9910000000000000
"62364","Nobles 2 Power Partners, LLC",81.8790000000000000
"61745","Consolidated Edison Development Inc.",81.2780000000000000
"59071","SRIV Partnership LLC",81.0480000000000000
"59953","Antrim Wind Energy LLC",80.2220000000000000
"55816","Hawkeye Power Partners LLC",79.2960000000000000
"63287","Cerro Gordo Wind Farm",79.2960000000000000
"57999","Longroad Energy Services 2",79.1880000000000000
"62765","Longroad Energy Services LLC",78.3580000000000000
"61746","Consolidated Edison Development Inc.",77.5120000000000000
"57748","Gordon Butte Wind LLC",77.2410000000000000
"63205","Southern Power Co",76.3520000000000000
"63988","Invenergy Services LLC",74.7340000000000000
"54979","Terra-Gen Operating Co-Wind",73.4490000000000000
"59435","Consolidated Edison Development Inc.",73.1040000000000000
"63590","Ponderosa Wind, LLC",72.6070000000000000
"58045","Greenbacker Renewable Energy Corporation",71.9920000000000000
"55741","EDF Renewable Services Inc",71.7210000000000000
"58103","DTE Sustainable Generation",71.6130000000000000
"56560","GlidePath Power Operations LLC",71.4980000000000000
"61584","Terra-Gen Operating Co-Wind",71.3890000000000000
"56052","GlidePath Power Operations LLC",70.8650000000000000
"57761","Power County Wind Park North LLC",70.3030000000000000
"57125","Idaho Wind Partners 1 LLC",69.6990000000000000
"57080","Evergreen Wind, LLC",69.4990000000000000
"58833","Red Horse 2",68.8470000000000000
"62142","Amadeus Wind LLC",68.7840000000000000
"56470","Avangrid Renewables LLC",68.1270000000000000
"57087","Evergreen Wind, LLC",68.0860000000000000
"57126","Idaho Wind Partners 1 LLC",67.7350000000000000
"56399","Avangrid Renewables LLC",67.6780000000000000
"56859","NRG Energy Gas & Wind Holdings Inc",66.8780000000000000
"57124","Idaho Wind Partners 1 LLC",66.8360000000000000
"58891","DTE Sustainable Generation",66.4780000000000000
"56441","Idaho Wind Partners 1 LLC",65.9640000000000000
"62591","PacifiCorp",65.5690000000000000
"58048","BayWa r.e Wind LLC",65.1680000000000000
"56771","Silver Star I Power Partners LLC",64.8210000000000000
"57760","Power County Wind Park South LLC",63.0490000000000000
"56434","Idaho Wind Partners 1 LLC",62.6000000000000000
"50754","Oak Creek Energy System Inc II",62.2230000000000000
"55790","CHI Energy Inc",62.1220000000000000
"56764","Avangrid Renewables LLC",61.9230000000000000
"62624","White Cloud Wind Project, LLC",61.7330000000000000
"57415","Sherbino II Wind Farm LLC",61.4980000000000000
"57553","Shirley Wind LLC",60.9550000000000000
"56699","NRG Energy Gas & Wind Holdings Inc",60.4650000000000000
"57375","BEAM US, LLC",60.4630000000000000
"57444","Aegis Renewables LLC",60.3270000000000000
"62563","Union Electric Co - (MO)",60.0830000000000000
"56630","ALLETE, Inc.",59.4190000000000000
"56437","Idaho Wind Partners 1 LLC",58.9400000000000000
"56112","Avangrid Renewables LLC",58.3090000000000000
"58620","Canton Mountain Wind LLC",58.0010000000000000
"56755","NRG Energy Gas & Wind Holdings Inc",57.9540000000000000
"57430","Aegis Renewables LLC",57.7450000000000000
"57428","Aegis Renewables LLC",57.7170000000000000
"56299","Leeward Asset Management, LLC",57.2090000000000000
"56991","Evergreen Wind, LLC",57.1050000000000000
"57429","Aegis Renewables LLC",56.5320000000000000
"57385","Northern States Power Co - Minnesota",56.5080000000000000
"57721","Massachusetts Mun Wholes Electric Co",56.1500000000000000
"56271","GlidePath Power Operations LLC",56.0460000000000000
"58026","Spruce Mountain Wind LLC",55.8610000000000000
"57396","BEAM US, LLC",55.8380000000000000
"57171","Montana-Dakota Utilities Co",55.7460000000000000
"56633","Evergreen Wind, LLC",54.9810000000000000
"62494","Skeleton Creek Energy Center",54.0080000000000000
"57427","Aegis Renewables LLC",53.8120000000000000
"56602","Snyder Wind Farm LLC",53.5300000000000000
"57749","Idaho Winds LLC",53.4800000000000000
"55871","Avangrid Renewables LLC",52.8870000000000000
"55742","Wisconsin Electric Power Co",52.7090000000000000
"64074","Enel Kansas, LLC",52.4580000000000000
"57274","Grant County Wind, LLC",51.8830000000000000
"56575","Evergreen Wind, LLC",51.6980000000000000
"57078","Evergreen Wind, LLC",51.6980000000000000
"57853","DTE Electric Company",51.6950000000000000
"57082","Evergreen Wind, LLC",51.0690000000000000
"57431","Aegis Renewables LLC",50.9250000000000000
"58768","Invenergy Services LLC",49.7010000000000000
"55607","PacifiCorp",49.1960000000000000
"56386","Madison Gas & Electric Co",48.8470000000000000
"56307","Consolidated Edison Development Inc.",47.8890000000000000
"58691","South Fork Wind, LLC",47.5230000000000000
"58425","Fire Island Wind LLC",47.2010000000000000
"56946","NRG Energy Gas & Wind Holdings Inc",46.4000000000000000
"56751","NRG Energy Gas & Wind Holdings Inc",46.3120000000000000
"63916","Cedar Springs Wind III, LLC",46.2150000000000000
"57935","Golden Valley Elec Assn Inc",46.0880000000000000
"63641","MidAmerican Energy Co",45.2480000000000000
"56959","Duke Energy DEGS Ocotillo",44.4300000000000000
"58940","BayWa r.e Wind LLC",44.1920000000000000
"63269","Northern States Power Co - Minnesota",43.7630000000000000
"56860","NRG Energy Gas & Wind Holdings Inc",43.7420000000000000
"54909","CalWind Resources Inc",43.5240000000000000
"6566","Alaska Village Elec Coop, Inc",43.0390000000000000
"56935","Cassia Gulch Wind Park, LLC",41.9820000000000000
"56439","Idaho Wind Partners 1 LLC",40.4110000000000000
"64377","Milligan 1 Wind, LLC",40.3830000000000000
"59003","NorthWestern Energy",40.3360000000000000
"59417","Pleasant Hill Wind Energy LLC",39.8320000000000000
"10597","Terra-Gen Operating Co-Wind",39.4580000000000000
"56493","Invenergy Services LLC",39.1850000000000000
"57252","Iowa Lakes Electric Coop",38.7840000000000000
"57516","DeWind Co.",38.7670000000000000
"57889","DeWind Co.",38.7670000000000000
"55610","Terra-Gen Operating Co-Wind",38.2190000000000000
"63687","Consumers Energy Co",38.0560000000000000
"56637","Bennett Creek Windfarm LLC",37.6140000000000000
"63436","Black Hills Service Company LLC",37.0790000000000000
"56636","Hot Springs Windfarm, LLC",37.0770000000000000
"58404","Pantex (NNSA)",36.9720000000000000
"57251","Iowa Lakes Electric Coop",36.4200000000000000
"58464","BayWa r.e Wind LLC",36.1660000000000000
"58465","BayWa r.e Wind LLC",35.8570000000000000
"59076","BayWa r.e Wind LLC",35.6090000000000000
"56153","Allete Clean Energy",35.5500000000000000
"61677","Perennial Wind, LLC",34.6540000000000000
"56440","Idaho Wind Partners 1 LLC",34.4040000000000000
"56442","Idaho Wind Partners 1 LLC",34.1300000000000000
"50552","GlidePath Power Operations LLC",33.9160000000000000
"58966","Greenbacker Renewable Energy Corporation",33.8820000000000000
"61773","Acciona Energy USA Global, LLC",33.5150000000000000
"56435","Idaho Wind Partners 1 LLC",33.1700000000000000
"57048","Otter Tail Power Co",32.9730000000000000
"55342","Consolidated Edison Development Inc.",32.2590000000000000
"57578","PaTu Wind Farm LLC",31.8590000000000000
"61668","Creston Ridge II, LLC",31.7630000000000000
"56443","Idaho Wind Partners 1 LLC",31.6160000000000000
"57965","Musselshell Wind Project Two LLC",30.8680000000000000
"90","Nome Joint Utility Systems",30.3070000000000000
"60404","Pisgah Mountain, LLC",30.2160000000000000
"56544","Midwest Power Partners LLC",30.1600000000000000
"56670","Acciona Wind Energy USA LLC",30.1010000000000000
"50553","Red Marlin Wind Ventures, LLC",29.6400000000000000
"59494","Willow Spring",29.6300000000000000
"10718","San Gorgonio Farms Inc",29.3280000000000000
"58238","Greenbacker Renewable Energy Corporation",28.9520000000000000
"60932","Creston Ridge, LLC",28.8540000000000000
"59491","Benson Creek",28.2090000000000000
"54298","Brookfield Renewable Trading and Marketing LP",27.7120000000000000
"56308","Greenbacker Renewable Energy Corporation",27.4620000000000000
"56447","EDF Renewable Asset Holdings, Inc.",26.6580000000000000
"57775","Brookfield Renewable Trading and Marketing LP",26.5730000000000000
"59490","Jett Creek",26.4230000000000000
"63258","Aurora Wind Project, LLC",26.4190000000000000
"57963","Musselshell Wind Project LLC",26.0550000000000000
"57434","Consolidated Edison Development Inc.",26.0040000000000000
"63639","MidAmerican Energy Co",25.9810000000000000
"57240","Roth Rock Wind Farm LLC",25.9700000000000000
"59493","Prospector",25.4350000000000000
"59070","Jericho Power LLC",25.2840000000000000
"56933","Threemile Canyon Wind I, LLC",25.1980000000000000
"63251","Leeward Asset Management, LLC",25.0040000000000000
"10823","Massachusetts Wtr Rauth-Deer I",24.9200000000000000
"56971","Echo 1",24.7820000000000000
"59492","Durbin Creek",24.7820000000000000
"57187","Kodiak Electric Assn Inc",24.6820000000000000
"54686","Terra-Gen Operating Co-Wind",24.5440000000000000
"56969","Echo 2",24.2890000000000000
"58444","Junction Hilltop Management LLC",23.9940000000000000
"56591","Cycle Power Partners",23.8770000000000000
"62891","Rosewater Wind Farm LLC",23.1470000000000000
"56973","Echo 1",23.0870000000000000
"56970","Echo 2",23.0540000000000000
"55354","Longroad Energy Services LLC",23.0380000000000000
"61100","Burke Wind LLC",22.2620000000000000
"56661","Pattern Operators LP",21.9020000000000000
"58162","Cirrus Wind 1 LLC",21.8790000000000000
"50532","Wind Stream Operations LLC",21.7990000000000000
"59448","S.C. Johnson & Son, Inc.",21.3130000000000000
"62161","Galactic Wind",21.2270000000000000
"54453","EDF Renewable Asset Holdings, Inc.",20.9210000000000000
"57118","Greensburg Wind Farm, LLC",20.7840000000000000
"57093","Chevron USA",20.6870000000000000
"63100","Engie North America",20.4380000000000000
"62871","RWE Renewables Americas LLC",20.0310000000000000
"56300","Leeward Asset Management, LLC",19.9990000000000000
"58114","Foundation CA Fund V Manager, LLC",19.5690000000000000
"63521","Consolidated Edison Development Inc.",19.3590000000000000
"59448","S.C. Johnson & Son, Inc.",19.2400000000000000
"56934","Cassia Wind Farm, LLC",18.9940000000000000
"56972","Echo 1",18.8760000000000000
"56543","Eastridge Wind Project",18.7100000000000000
"55995","Basin Electric Power Coop",18.6670000000000000
"58939","BayWa r.e Wind LLC",18.2270000000000000
"56837","GlidePath Power Operations LLC",18.0280000000000000
"58044","Acciona Energy USA Global, LLC",17.6660000000000000
"55805","GlidePath Power Operations LLC",17.6320000000000000
"7886","Madison Gas & Electric Co",17.5430000000000000
"6304","Kotzebue Electric Assn Inc",16.9620000000000000
"56975","Echo 1",16.8370000000000000
"55353","Longroad Energy Services LLC",16.2540000000000000
"55769","Madison Windpower LLC",16.2230000000000000
"64057","Portland General Electric Co",16.2070000000000000
"692","SRIV Partnership LLC",16.1210000000000000
"58548","Huerfano River Wind, LLC",15.5440000000000000
"61540","Fort Hays State University",15.5000000000000000
"56839","GlidePath Power Operations LLC",14.9930000000000000
"56836","GlidePath Power Operations LLC",14.9460000000000000
"56835","GlidePath Power Operations LLC",14.9440000000000000
"56415","Southern Minnesota Mun P Agny",14.8230000000000000
"57302","Terra-Gen Operating Co-Wind",14.5600000000000000
"58837","Na Pua Makani Power Partners LLC",14.3880000000000000
"57474","Ralls Wind Farm LLC",14.1640000000000000
"56838","GlidePath Power Operations LLC",14.1070000000000000
"10191","CalWind Resources Inc",13.8000000000000000
"57756","Coastal Community Action Program",13.7600000000000000
"58233","Greenbacker Renewable Energy Corporation",13.6360000000000000
"63132","Longroad Energy Services LLC",13.6150000000000000
"58441","Gamesa Wind US LLC",13.4260000000000000
"508","City of Lamar - (CO)",13.2320000000000000
"56408","AgriWind Project, LLC",13.2000000000000000
"57570","Cooper Hatchery Inc.",13.1760000000000000
"58220","Haviland Plastic Products Co",12.9360000000000000
"59622","Consolidated Edison Solutions Inc",12.8710000000000000
"56967","Echo 3",12.5620000000000000
"57351","RENEW Energy Inc",12.2870000000000000
"7381","Green Mountain Power Corp",12.2500000000000000
"60700","Wind Colebrook South",12.1840000000000000
"55396","FPL Energy Green Power",11.9830000000000000
"63460","Rock County Wind Fuel, LLC",11.7500000000000000
"57968","Cashton Greens Wind Farm LLC",11.2720000000000000
"57130","Beaver Ridge Wind LLC",11.2000000000000000
"60128","OEE XIX, LLC",11.1110000000000000
"2024","City of Worthington - (MN)",10.8050000000000000
"61589","West Texas A&M University",10.6260000000000000
"61660","OEE XXVI LLC",10.5590000000000000
"62897","Greenbacker Renewable Energy Corporation",10.3540000000000000
"59302","WED Coventry Two, LLC",10.2250000000000000
"7771","Bluestem LLC",10.0660000000000000
"57813","GL Wind LLC",9.9580000000000000
"56414","Southern Minnesota Mun P Agny",9.8330000000000000
"57354","Fox Island Wind LLC",9.8310000000000000
"10005","International Turbine Res Inc",9.5530000000000000
"61005","OEE XXIII LLC",9.4210000000000000
"59314","WED Coventry Six, LLC",9.2660000000000000
"56226","American Mun Power-Ohio, Inc",9.2590000000000000
"58113","Foundation CA Fund V Manager, LLC",9.2580000000000000
"57253","Air Force Civil Engineer Center",9.2030000000000000
"60865","Equity Industrial Turbines",8.8050000000000000
"58661","US Air Force",8.6270000000000000
"55803","GlidePath Power Operations LLC",8.3190000000000000
"58630","Consolidated Edison Solutions Inc",8.1100000000000000
"60931","CCC Hastings Renewable Energy, LLC",7.8910000000000000
"61056","Seward Wind LLC",7.7670000000000000
"62110","WED Shun I, LLC",7.6970000000000000
"57296","Carleton College",7.6910000000000000
"60015","Findlay Wind Farm",7.6820000000000000
"56974","Echo 3",7.6180000000000000
"61848","PYCO Industries, Inc.",7.5810000000000000
"61356","OEE XXV LLC",7.3980000000000000
"59692","Narragansett Bay Commission",7.3680000000000000
"59448","S.C. Johnson & Son, Inc.",7.1210000000000000
"62112","WED Shun III, LLC",7.1130000000000000
"50820","Terra-Gen Operating Co-Wind",7.1020000000000000
"62130","Roseman Energy, LLC",7.0920000000000000
"62111","WED Shun II, LLC",6.9980000000000000
"61644","August Wind Energy, LLC",6.9670000000000000
"62172","Birch Power LLC",6.8440000000000000
"62109","WED Plainfield, LLC",6.7880000000000000
"62107","WED Plainfield II, LLC",6.7470000000000000
"57182","EPP Renewable Energy",6.4380000000000000
"62106","WED Green Hill, LLC",6.4330000000000000
"56826","Marshall Wind Farm, LLC",6.4240000000000000
"62108","WED Plainfield III, LLC",6.3950000000000000
"56538","Loess Hills Wind Farm LLC",6.3010000000000000
"58887","FPC Services Inc.",6.2530000000000000
"57741","Suzlon Project VIII LLC",6.1800000000000000
"58932","Norsemen Wind Energy, LLC",6.1680000000000000
"57214","Waverly Municipal Elec Utility",6.0220000000000000
"56562","GlidePath Power Operations LLC",5.8730000000000000
"944","City of Geneseo - (IL)",5.8550000000000000
"56002","Community Renewables, LLC",5.8080000000000000
"59725","Fairhaven Wind LLC",5.8040000000000000
"60911","Green Energy Machine, LLC",5.7610000000000000
"58457","Forward Fontanelle Power, LLC",5.7330000000000000
"58461","Wiota Wind Energy, LLC #1",5.6500000000000000
"58459","Meadow Ridge Wind Energy, LLC",5.6250000000000000
"58460","Sky Volt, LLC",5.5030000000000000
"55566","CHI Operations Inc",5.4980000000000000
"56561","GlidePath Power Operations LLC",5.4270000000000000
"57732","University of Minnesota Morris Campus",5.3730000000000000
"58927","Hamilton Wind Energy LLC",5.3650000000000000
"58038","Buffalo Center Wind LLC",5.3160000000000000
"50386","Terra-Gen Operating Co-Wind",5.2980000000000000
"57803","Lime Wind LLC",5.2970000000000000
"63101","Engie North America",5.2490000000000000
"57176","First State Marine Wind",5.1790000000000000
"56577","Shane's Wind Machine LLC",5.1710000000000000
"58456","Cumberland Rose Wind Energy, LLC",5.1440000000000000
"61443","Foundation CA Fund IX Manager, LLC",5.1290000000000000
"7966","City of Algona - (IA)",5.1250000000000000
"60541","Wind GEM, LLC",5.1070000000000000
"61002","WED Portsmouth One, LLC",5.0300000000000000
"57632","Bulldog Wind Energy, LLC",5.0280000000000000
"57414","Notus Clean Energy LLC",4.9680000000000000
"58458","Greenfield Wind Power, LLC",4.9610000000000000
"55576","CHI Operations Inc",4.6970000000000000
"62752","OEE XXVIII LLC",4.6890000000000000
"10823","Massachusetts Wtr Rauth-Deer I",4.6600000000000000
