City,State,Wind Speed,Date
BINGHAMTON,NY,10.0,2022-03-01
BUFFALO,NY,11.1,2022-03-01
ISLIP,NY,10.7,2022-03-01
NEW YORK JFK AP,NY,12.9,2022-03-01
ROCHESTER,NY,10.2,2022-03-01
SYRACUSE,NY,9.6,2022-03-01
ASHEVILLE,NC,8.3,2022-03-01
CAPE HATTERAS,NC,10.5,2022-03-01
CHARLOTTE,NC,7.6,2022-03-01
RALEIGH,NC,7.8,2022-03-01
WILMINGTON,NC,9.0,2022-03-01
BISMARCK,ND,10.1,2022-03-01
FARGO,ND,11.9,2022-03-01
GRAND FORKS,ND,11.0,2022-03-01
WILLISTON,ND,9.4,2022-03-01
AKRON,OH,10.4,2022-03-01
CINCINNATI,OH,9.9,2022-03-01
CLEVELAND,OH,10.7,2022-03-01
COLUMBUS,OH,9.0,2022-03-01
DAYTON,OH,10.8,2022-03-01
MANSFIELD,OH,11.1,2022-03-01
TOLEDO,OH,10.1,2022-03-01
YOUNGSTOWN,OH,9.9,2022-03-01
OKLAHOMA CITY,OK,13.2,2022-03-01
TULSA,OK,10.7,2022-03-01
ASTORIA,OR,8.2,2022-03-01
BURNS,OR,7.5,2022-03-01
EUGENE,OR,7.3,2022-03-01
MEDFORD,OR,4.4,2022-03-01
PENDLETON,OR,8.5,2022-03-01
PORTLAND,OR,7.6,2022-03-01
SALEM,OR,7.2,2022-03-01
SEXTON SUMMIT,OR,8.5,2022-03-01
ALLENTOWN,PA,9.1,2022-03-01
ERIE,PA,10.7,2022-03-01
PHILADELPHIA,PA,10.8,2022-03-01
PITTSBURGH,PA,9.3,2022-03-01
AVOCA,PA,8.3,2022-03-01
WILLIAMSPORT,PA,7.9,2022-03-01
PROVIDENCE,RI,10.7,2022-03-01
CHARLESTON,SC,9.1,2022-03-01
COLUMBIA,SC,7.3,2022-03-01
ABERDEEN,SD,11.5,2022-03-01
HURON,SD,11.4,2022-03-01
RAPID CITY,SD,11.6,2022-03-01
SIOUX FALLS,SD,11.4,2022-03-01
CHATTANOOGA,TN,6.5,2022-03-01
KNOXVILLE,TN,7.3,2022-03-01
MEMPHIS,TN,9.5,2022-03-01
NASHVILLE,TN,8.5,2022-03-01
ABILENE,TX,12.4,2022-03-01
AMARILLO,TX,13.9,2022-03-01
AUSTIN,TX,7.7,2022-03-01
BROWNSVILLE,TX,12.0,2022-03-01
CORPUS CHRISTI,TX,13.6,2022-03-01
DALLAS,TX,10.7,2022-03-01
DEL RIO,TX,9.3,2022-03-01
EL PASO,TX,9.5,2022-03-01
GALVESTON,TX,12.0,2022-03-01
HOUSTON,TX,8.7,2022-03-01
LUBBOCK,TX,13.6,2022-03-01
PORT ARTHUR,TX,10.1,2022-03-01
SAN ANGELO,TX,10.9,2022-03-01
SAN ANTONIO,TX,9.0,2022-03-01
VICTORIA,TX,10.8,2022-03-01
WACO,TX,11.3,2022-03-01
WICHITA FALLS,TX,12.4,2022-03-01
SALT LAKE CITY,UT,9.0,2022-03-01
BURLINGTON,VT,8.9,2022-03-01
LYNCHBURG,VA,7.0,2022-03-01
NORFOLK,VA,10.9,2022-03-01
RICHMOND,VA,9.1,2022-03-01
ROANOKE,VA,8.2,2022-03-01
WALLOPS ISLAND,VA,10.4,2022-03-01
OLYMPIA,WA,6.3,2022-03-01
QUILLAYUTE,WA,6.2,2022-03-01
SEATTLE,WA,8.6,2022-03-01
SPOKANE,WA,9.6,2022-03-01
WALLA WALLA,WA,8.9,2022-03-01
YAKIMA,WA,6.7,2022-03-01
BECKLEY,WV,8.6,2022-03-01
CHARLESTON,WV,5.8,2022-03-01
ELKINS,WV,6.3,2022-03-01
HUNTINGTON,WV,7.0,2022-03-01
GREEN BAY,WI,9.6,2022-03-01
LA CROSSE,WI,9.0,2022-03-01
MADISON,WI,9.2,2022-03-01
MILWAUKEE,WI,10.9,2022-03-01
CASPER,WY,12.8,2022-03-01
CHEYENNE,WY,13.6,2022-03-01
LANDER,WY,6.6,2022-03-01
SHERIDAN,WY,8.0,2022-03-01
GUAM,PC,11.7,2022-03-01
KOROR,PC,6.6,2022-03-01
SAN JUAN,PR,8.4,2022-03-01
BIRMINGHAM,AL,7.2,2022-04-01
HUNTSVILLE,AL,8.4,2022-04-01
MOBILE,AL,8.5,2022-04-01
MONTGOMERY,AL,6.5,2022-04-01
ANCHORAGE,AK,7.1,2022-04-01
ANNETTE,AK,8.2,2022-04-01
BARROW,AK,12.0,2022-04-01
BETHEL,AK,11.6,2022-04-01
BETTLES,AK,6.4,2022-04-01
BIG DELTA,AK,8.8,2022-04-01
COLD BAY,AK,16.0,2022-04-01
FAIRBANKS,AK,5.8,2022-04-01
GULKANA,AK,6.9,2022-04-01
HOMER,AK,7.4,2022-04-01
JUNEAU,AK,7.7,2022-04-01
KING SALMON,AK,10.1,2022-04-01
KODIAK,AK,11.6,2022-04-01
KOTZEBUE,AK,10.6,2022-04-01
MCGRATH,AK,5.7,2022-04-01
NOME,AK,8.8,2022-04-01
TALKEETNA,AK,4.4,2022-04-01
VALDEZ,AK,5.1,2022-04-01
YAKUTAT,AK,5.6,2022-04-01
FLAGSTAFF,AZ,7.8,2022-04-01
PHOENIX,AZ,7.1,2022-04-01
TUCSON,AZ,8.3,2022-04-01
WINSLOW,AZ,10.6,2022-04-01
FORT SMITH,AR,8.2,2022-04-01
LITTLE ROCK,AR,8.3,2022-04-01
BAKERSFIELD,CA,7.1,2022-04-01
BISHOP,CA,10.1,2022-04-01
BLUE CANYON,CA,5.6,2022-04-01
FRESNO,CA,7.3,2022-04-01
LONG BEACH,CA,6.5,2022-04-01
LOS ANGELES,CA,2.4,2022-04-01
REDDING,CA,6.6,2022-04-01
SACRAMENTO,CA,7.1,2022-04-01
SAN DIEGO,CA,7.2,2022-04-01
SAN FRANCISCO,CA,12.5,2022-04-01
SANTA BARBARA,CA,6.7,2022-04-01
SANTA MARIA,CA,9.0,2022-04-01
STOCKTON,CA,8.8,2022-04-01
ALAMOSA,CO,10.2,2022-04-01
COLORADO SPRINGS,CO,11.4,2022-04-01
DENVER,CO,9.2,2022-04-01
GRAND JUNCTION,CO,8.9,2022-04-01
PUEBLO,CO,10.3,2022-04-01
BRIDGEPORT,CT,10.3,2022-04-01
HARTFORD,CT,9.0,2022-04-01
WILMINGTON,DE,9.9,2022-04-01
WASHINGTON DULLES,DC,8.1,2022-04-01
DAYTONA BEACH,FL,7.8,2022-04-01
FORT MYERS,FL,8.0,2022-04-01
GAINESVILLE,FL,6.9,2022-04-01
JACKSONVILLE,FL,7.5,2022-04-01
KEY WEST,FL,11.0,2022-04-01
MIAMI,FL,9.7,2022-04-01
ORLANDO,FL,8.7,2022-04-01
PENSACOLA,FL,9.1,2022-04-01
TALLAHASSEE,FL,6.2,2022-04-01
TAMPA,FL,7.8,2022-04-01
VERO BEACH,FL,9.4,2022-04-01
WEST PALM BEACH,FL,10.7,2022-04-01
ATHENS,GA,6.5,2022-04-01
ATLANTA,GA,9.0,2022-04-01
AUGUSTA,GA,6.5,2022-04-01
COLUMBUS,GA,6.6,2022-04-01
MACON,GA,6.5,2022-04-01
SAVANNAH,GA,7.8,2022-04-01
HILO,HI,7.0,2022-04-01
HONOLULU,HI,10.9,2022-04-01
KAHULUI,HI,13.3,2022-04-01
LIHUE,HI,14.3,2022-04-01
BOISE,ID,8.8,2022-04-01
LEWISTON,ID,6.3,2022-04-01
POCATELLO,ID,11.5,2022-04-01
CHICAGO,IL,11.2,2022-04-01
MOLINE,IL,10.5,2022-04-01
PEORIA,IL,10.0,2022-04-01
ROCKFORD,IL,11.1,2022-04-01
SPRINGFIELD,IL,11.3,2022-04-01
EVANSVILLE,IN,8.2,2022-04-01
FORT WAYNE,IN,10.8,2022-04-01
INDIANAPOLIS,IN,11.1,2022-04-01
SOUTH BEND,IN,10.5,2022-04-01
DES MOINES,IA,11.4,2022-04-01
DUBUQUE,IA,12.3,2022-04-01
SIOUX CITY,IA,12.4,2022-04-01
WATERLOO,IA,11.9,2022-04-01
CONCORDIA,KS,12.8,2022-04-01
DODGE CITY,KS,14.8,2022-04-01
GOODLAND,KS,14.1,2022-04-01
TOPEKA,KS,9.9,2022-04-01
WICHITA,KS,13.3,2022-04-01
JACKSON,KY,6.1,2022-04-01
LEXINGTON,KY,9.2,2022-04-01
LOUISVILLE,KY,9.0,2022-04-01
PADUCAH,KY,8.3,2022-04-01
BATON ROUGE,LA,7.6,2022-04-01
LAKE CHARLES,LA,8.8,2022-04-01
NEW ORLEANS,LA,9.3,2022-04-01
SHREVEPORT,LA,8.6,2022-04-01
CARIBOU,ME,8.8,2022-04-01
PORTLAND,ME,9.2,2022-04-01
BALTIMORE,MD,8.5,2022-04-01
BOSTON,MA,12.2,2022-04-01
WORCESTER,MA,10.8,2022-04-01
ALPENA,MI,8.8,2022-04-01
DETROIT,MI,10.4,2022-04-01
FLINT,MI,10.3,2022-04-01
GRAND RAPIDS,MI,10.8,2022-04-01
HOUGHTON LAKE,MI,9.3,2022-04-01
LANSING,MI,10.2,2022-04-01
MUSKEGON,MI,10.7,2022-04-01
DULUTH,MN,11.1,2022-04-01
INTERNATIONAL FALLS,MN,8.6,2022-04-01
ROCHESTER,MN,13.6,2022-04-01
SAINT CLOUD,MN,9.7,2022-04-01
JACKSON,MS,7.2,2022-04-01
MERIDIAN,MS,6.8,2022-04-01
TUPELO,MS,7.4,2022-04-01
COLUMBIA,MO,11.2,2022-04-01
KANSAS CITY,MO,12.1,2022-04-01
SPRINGFIELD,MO,10.7,2022-04-01
BILLINGS,MT,10.6,2022-04-01
GLASGOW,MT,12.1,2022-04-01
GREAT FALLS,MT,11.4,2022-04-01
HAVRE,MT,10.5,2022-04-01
HELENA,MT,8.3,2022-04-01
KALISPELL,MT,7.0,2022-04-01
MISSOULA,MT,6.7,2022-04-01
GRAND ISLAND,NE,13.4,2022-04-01
LINCOLN,NE,12.0,2022-04-01
NORFOLK,NE,12.4,2022-04-01
NORTH PLATTE,NE,11.5,2022-04-01
OMAHA,NE,11.8,2022-04-01
SCOTTSBLUFF,NE,11.6,2022-04-01
VALENTINE,NE,11.3,2022-04-01
ELKO,NV,6.9,2022-04-01
ELY,NV,10.0,2022-04-01
LAS VEGAS,NV,10.3,2022-04-01
RENO,NV,8.2,2022-04-01
WINNEMUCCA,NV,8.5,2022-04-01
CONCORD,NH,7.1,2022-04-01
ATLANTIC CITY,NJ,10.4,2022-04-01
NEWARK,NJ,10.6,2022-04-01
ALBUQUERQUE,NM,10.1,2022-04-01
CLAYTON,NM,14.0,2022-04-01
ROSWELL,NM,10.4,2022-04-01
ALBANY,NY,9.2,2022-04-01
BINGHAMTON,NY,9.7,2022-04-01
BUFFALO,NY,10.8,2022-04-01
ISLIP,NY,10.2,2022-04-01
NEW YORK JFK AP,NY,12.1,2022-04-01
ROCHESTER,NY,10.0,2022-04-01
SYRACUSE,NY,9.2,2022-04-01
ASHEVILLE,NC,7.8,2022-04-01
CAPE HATTERAS,NC,10.6,2022-04-01
CHARLOTTE,NC,7.6,2022-04-01
RALEIGH,NC,7.9,2022-04-01
WILMINGTON,NC,9.2,2022-04-01
BISMARCK,ND,10.7,2022-04-01
FARGO,ND,12.3,2022-04-01
GRAND FORKS,ND,11.3,2022-04-01
WILLISTON,ND,10.3,2022-04-01
AKRON,OH,10.1,2022-04-01
CINCINNATI,OH,9.7,2022-04-01
CLEVELAND,OH,10.3,2022-04-01
COLUMBUS,OH,8.9,2022-04-01
DAYTON,OH,10.7,2022-04-01
MANSFIELD,OH,11.1,2022-04-01
TOLEDO,OH,10.3,2022-04-01
YOUNGSTOWN,OH,9.7,2022-04-01
OKLAHOMA CITY,OK,13.3,2022-04-01
TULSA,OK,11.0,2022-04-01
ASTORIA,OR,8.1,2022-04-01
BURNS,OR,8.3,2022-04-01
EUGENE,OR,7.1,2022-04-01
MEDFORD,OR,4.7,2022-04-01
PENDLETON,OR,9.2,2022-04-01
PORTLAND,OR,7.0,2022-04-01
SALEM,OR,6.8,2022-04-01
SEXTON SUMMIT,OR,7.4,2022-04-01
ALLENTOWN,PA,8.7,2022-04-01
ERIE,PA,10.2,2022-04-01
PHILADELPHIA,PA,10.3,2022-04-01
PITTSBURGH,PA,9.1,2022-04-01
AVOCA,PA,8.1,2022-04-01
WILLIAMSPORT,PA,7.8,2022-04-01
PROVIDENCE,RI,10.4,2022-04-01
CHARLESTON,SC,9.1,2022-04-01
COLUMBIA,SC,7.5,2022-04-01
ABERDEEN,SD,12.4,2022-04-01
HURON,SD,11.8,2022-04-01
RAPID CITY,SD,12.6,2022-04-01
SIOUX FALLS,SD,12.0,2022-04-01
CHATTANOOGA,TN,6.0,2022-04-01
KNOXVILLE,TN,7.2,2022-04-01
MEMPHIS,TN,9.2,2022-04-01
NASHVILLE,TN,8.0,2022-04-01
ABILENE,TX,13.0,2022-04-01
AMARILLO,TX,14.7,2022-04-01
AUSTIN,TX,7.6,2022-04-01
BROWNSVILLE,TX,12.4,2022-04-01
CORPUS CHRISTI,TX,13.8,2022-04-01
DALLAS,TX,11.3,2022-04-01
DEL RIO,TX,10.1,2022-04-01
EL PASO,TX,10.5,2022-04-01
GALVESTON,TX,12.6,2022-04-01
HOUSTON,TX,8.9,2022-04-01
LUBBOCK,TX,14.3,2022-04-01
PORT ARTHUR,TX,10.2,2022-04-01
SAN ANGELO,TX,11.2,2022-04-01
SAN ANTONIO,TX,9.3,2022-04-01
VICTORIA,TX,11.1,2022-04-01
WACO,TX,11.3,2022-04-01
WICHITA FALLS,TX,12.8,2022-04-01
SALT LAKE CITY,UT,9.4,2022-04-01
BURLINGTON,VT,8.9,2022-04-01
LYNCHBURG,VA,7.1,2022-04-01
NORFOLK,VA,10.9,2022-04-01
RICHMOND,VA,9.1,2022-04-01
ROANOKE,VA,7.9,2022-04-01
WALLOPS ISLAND,VA,10.5,2022-04-01
OLYMPIA,WA,6.5,2022-04-01
QUILLAYUTE,WA,5.9,2022-04-01
SEATTLE,WA,8.2,2022-04-01
SPOKANE,WA,9.9,2022-04-01
WALLA WALLA,WA,8.9,2022-04-01
YAKIMA,WA,7.5,2022-04-01
BECKLEY,WV,8.4,2022-04-01
CHARLESTON,WV,5.8,2022-04-01
ELKINS,WV,6.3,2022-04-01
HUNTINGTON,WV,6.9,2022-04-01
GREEN BAY,WI,10.4,2022-04-01
LA CROSSE,WI,9.7,2022-04-01
MADISON,WI,9.8,2022-04-01
MILWAUKEE,WI,11.4,2022-04-01
CASPER,WY,11.7,2022-04-01
CHEYENNE,WY,13.4,2022-04-01
LANDER,WY,7.4,2022-04-01
SHERIDAN,WY,9.0,2022-04-01
GUAM,PC,11.1,2022-04-01
KOROR,PC,6.0,2022-04-01
SAN JUAN,PR,8.3,2022-04-01
BIRMINGHAM,AL,6.1,2022-05-01
HUNTSVILLE,AL,7.3,2022-05-01
MOBILE,AL,7.4,2022-05-01
MONTGOMERY,AL,5.5,2022-05-01
ANCHORAGE,AK,8.2,2022-05-01
ANNETTE,AK,7.3,2022-05-01
BARROW,AK,12.4,2022-05-01
BETHEL,AK,10.6,2022-05-01
BETTLES,AK,6.3,2022-05-01
BIG DELTA,AK,8.7,2022-05-01
COLD BAY,AK,15.5,2022-05-01
FAIRBANKS,AK,6.3,2022-05-01
GULKANA,AK,7.9,2022-05-01
HOMER,AK,7.4,2022-05-01
JUNEAU,AK,7.5,2022-05-01
KING SALMON,AK,9.9,2022-05-01
KODIAK,AK,10.4,2022-05-01
KOTZEBUE,AK,10.1,2022-05-01
MCGRATH,AK,6.0,2022-05-01
NOME,AK,8.9,2022-05-01
TALKEETNA,AK,4.6,2022-05-01
VALDEZ,AK,5.6,2022-05-01
YAKUTAT,AK,5.7,2022-05-01
FLAGSTAFF,AZ,7.5,2022-05-01
PHOENIX,AZ,7.1,2022-05-01
TUCSON,AZ,8.3,2022-05-01
WINSLOW,AZ,10.1,2022-05-01
FORT SMITH,AR,7.0,2022-05-01
LITTLE ROCK,AR,7.1,2022-05-01
BAKERSFIELD,CA,7.6,2022-05-01
BISHOP,CA,9.1,2022-05-01
BLUE CANYON,CA,5.4,2022-05-01
FRESNO,CA,8.3,2022-05-01
LONG BEACH,CA,6.5,2022-05-01
LOS ANGELES,CA,2.2,2022-05-01
REDDING,CA,6.8,2022-05-01
SACRAMENTO,CA,7.7,2022-05-01
SAN DIEGO,CA,7.4,2022-05-01
SAN FRANCISCO,CA,13.8,2022-05-01
SANTA BARBARA,CA,6.7,2022-05-01
SANTA MARIA,CA,9.1,2022-05-01
STOCKTON,CA,9.7,2022-05-01
ALAMOSA,CO,9.9,2022-05-01
COLORADO SPRINGS,CO,10.6,2022-05-01
DENVER,CO,9.0,2022-05-01
GRAND JUNCTION,CO,9.1,2022-05-01
PUEBLO,CO,9.6,2022-05-01
BRIDGEPORT,CT,9.4,2022-05-01
HARTFORD,CT,8.1,2022-05-01
WILMINGTON,DE,8.4,2022-05-01
WASHINGTON DULLES,DC,6.9,2022-05-01
DAYTONA BEACH,FL,7.4,2022-05-01
FORT MYERS,FL,7.3,2022-05-01
GAINESVILLE,FL,6.4,2022-05-01
JACKSONVILLE,FL,7.0,2022-05-01
KEY WEST,FL,10.1,2022-05-01
MIAMI,FL,9.0,2022-05-01
ORLANDO,FL,8.0,2022-05-01
PENSACOLA,FL,8.4,2022-05-01
TALLAHASSEE,FL,5.8,2022-05-01
TAMPA,FL,7.2,2022-05-01
VERO BEACH,FL,8.9,2022-05-01
WEST PALM BEACH,FL,10.0,2022-05-01
ATHENS,GA,5.7,2022-05-01
ATLANTA,GA,8.0,2022-05-01
AUGUSTA,GA,5.7,2022-05-01
COLUMBUS,GA,6.1,2022-05-01
MACON,GA,5.9,2022-05-01
SAVANNAH,GA,7.1,2022-05-01
HILO,HI,6.9,2022-05-01
HONOLULU,HI,10.4,2022-05-01
KAHULUI,HI,12.9,2022-05-01
LIHUE,HI,13.2,2022-05-01
BOISE,ID,8.3,2022-05-01
LEWISTON,ID,5.9,2022-05-01
POCATELLO,ID,10.2,2022-05-01
CHICAGO,IL,10.0,2022-05-01
MOLINE,IL,8.8,2022-05-01
PEORIA,IL,8.4,2022-05-01
ROCKFORD,IL,9.6,2022-05-01
SPRINGFIELD,IL,9.5,2022-05-01
EVANSVILLE,IN,6.9,2022-05-01
FORT WAYNE,IN,9.4,2022-05-01
INDIANAPOLIS,IN,9.5,2022-05-01
SOUTH BEND,IN,9.1,2022-05-01
DES MOINES,IA,10.0,2022-05-01
DUBUQUE,IA,10.6,2022-05-01
SIOUX CITY,IA,11.3,2022-05-01
WATERLOO,IA,10.4,2022-05-01
CONCORDIA,KS,11.2,2022-05-01
DODGE CITY,KS,13.7,2022-05-01
GOODLAND,KS,13.0,2022-05-01
TOPEKA,KS,8.4,2022-05-01
WICHITA,KS,11.8,2022-05-01
JACKSON,KY,4.3,2022-05-01
LEXINGTON,KY,7.6,2022-05-01
LOUISVILLE,KY,7.7,2022-05-01
PADUCAH,KY,6.8,2022-05-01
BATON ROUGE,LA,6.6,2022-05-01
LAKE CHARLES,LA,7.7,2022-05-01
NEW ORLEANS,LA,8.1,2022-05-01
SHREVEPORT,LA,7.7,2022-05-01
CARIBOU,ME,8.4,2022-05-01
PORTLAND,ME,8.3,2022-05-01
BALTIMORE,MD,7.3,2022-05-01
BOSTON,MA,11.2,2022-05-01
WORCESTER,MA,9.9,2022-05-01
ALPENA,MI,7.9,2022-05-01
DETROIT,MI,9.1,2022-05-01
FLINT,MI,9.1,2022-05-01
GRAND RAPIDS,MI,9.5,2022-05-01
HOUGHTON LAKE,MI,8.5,2022-05-01
LANSING,MI,8.9,2022-05-01
MUSKEGON,MI,9.4,2022-05-01
DULUTH,MN,10.4,2022-05-01
INTERNATIONAL FALLS,MN,8.2,2022-05-01
ROCHESTER,MN,12.5,2022-05-01
SAINT CLOUD,MN,9.0,2022-05-01
JACKSON,MS,6.1,2022-05-01
MERIDIAN,MS,5.7,2022-05-01
TUPELO,MS,6.3,2022-05-01
COLUMBIA,MO,9.2,2022-05-01
KANSAS CITY,MO,10.2,2022-05-01
SPRINGFIELD,MO,9.1,2022-05-01
BILLINGS,MT,9.9,2022-05-01
GLASGOW,MT,12.0,2022-05-01
GREAT FALLS,MT,10.5,2022-05-01
HAVRE,MT,10.1,2022-05-01
HELENA,MT,8.0,2022-05-01
KALISPELL,MT,6.7,2022-05-01
MISSOULA,MT,6.5,2022-05-01
GRAND ISLAND,NE,11.9,2022-05-01
LINCOLN,NE,10.5,2022-05-01
NORFOLK,NE,11.1,2022-05-01
NORTH PLATTE,NE,10.4,2022-05-01
OMAHA,NE,10.4,2022-05-01
SCOTTSBLUFF,NE,10.9,2022-05-01
VALENTINE,NE,11.0,2022-05-01
ELKO,NV,6.6,2022-05-01
ELY,NV,9.8,2022-05-01
LAS VEGAS,NV,10.3,2022-05-01
RENO,NV,8.1,2022-05-01
WINNEMUCCA,NV,8.3,2022-05-01
CONCORD,NH,6.3,2022-05-01
ATLANTIC CITY,NJ,8.9,2022-05-01
NEWARK,NJ,9.5,2022-05-01
ALBUQUERQUE,NM,9.8,2022-05-01
CLAYTON,NM,13.0,2022-05-01
ROSWELL,NM,9.9,2022-05-01
ALBANY,NY,7.8,2022-05-01
BINGHAMTON,NY,8.6,2022-05-01
BUFFALO,NY,10.0,2022-05-01
ISLIP,NY,8.9,2022-05-01
NEW YORK JFK AP,NY,10.5,2022-05-01
ROCHESTER,NY,8.7,2022-05-01
SYRACUSE,NY,7.9,2022-05-01
ASHEVILLE,NC,6.1,2022-05-01
CAPE HATTERAS,NC,9.7,2022-05-01
CHARLOTTE,NC,6.7,2022-05-01
RALEIGH,NC,6.9,2022-05-01
WILMINGTON,NC,8.2,2022-05-01
BISMARCK,ND,10.6,2022-05-01
FARGO,ND,12.0,2022-05-01
GRAND FORKS,ND,11.2,2022-05-01
WILLISTON,ND,10.4,2022-05-01
AKRON,OH,8.6,2022-05-01
CINCINNATI,OH,7.9,2022-05-01
CLEVELAND,OH,9.1,2022-05-01
COLUMBUS,OH,7.4,2022-05-01
DAYTON,OH,9.2,2022-05-01
MANSFIELD,OH,9.5,2022-05-01
TOLEDO,OH,8.7,2022-05-01
YOUNGSTOWN,OH,8.2,2022-05-01
OKLAHOMA CITY,OK,11.7,2022-05-01
TULSA,OK,9.9,2022-05-01
ASTORIA,OR,7.8,2022-05-01
BURNS,OR,8.0,2022-05-01
EUGENE,OR,6.6,2022-05-01
MEDFORD,OR,5.1,2022-05-01
PENDLETON,OR,8.8,2022-05-01
PORTLAND,OR,6.6,2022-05-01
SALEM,OR,6.3,2022-05-01
SEXTON SUMMIT,OR,7.0,2022-05-01
ALLENTOWN,PA,7.6,2022-05-01
ERIE,PA,9.2,2022-05-01
PHILADELPHIA,PA,9.0,2022-05-01
PITTSBURGH,PA,7.6,2022-05-01
AVOCA,PA,6.9,2022-05-01
WILLIAMSPORT,PA,6.5,2022-05-01
PROVIDENCE,RI,9.5,2022-05-01
CHARLESTON,SC,8.3,2022-05-01
COLUMBIA,SC,6.6,2022-05-01
ABERDEEN,SD,12.0,2022-05-01
HURON,SD,11.1,2022-05-01
RAPID CITY,SD,11.7,2022-05-01
SIOUX FALLS,SD,10.9,2022-05-01
CHATTANOOGA,TN,5.0,2022-05-01
KNOXVILLE,TN,6.2,2022-05-01
MEMPHIS,TN,8.3,2022-05-01
NASHVILLE,TN,6.9,2022-05-01
ABILENE,TX,12.1,2022-05-01
AMARILLO,TX,13.7,2022-05-01
AUSTIN,TX,7.2,2022-05-01
BROWNSVILLE,TX,12.2,2022-05-01
CORPUS CHRISTI,TX,12.6,2022-05-01
DALLAS,TX,10.8,2022-05-01
DEL RIO,TX,10.2,2022-05-01
EL PASO,TX,9.8,2022-05-01
GALVESTON,TX,12.7,2022-05-01
HOUSTON,TX,8.3,2022-05-01
LUBBOCK,TX,13.7,2022-05-01
PORT ARTHUR,TX,9.2,2022-05-01
SAN ANGELO,TX,10.5,2022-05-01
SAN ANTONIO,TX,9.4,2022-05-01
VICTORIA,TX,10.6,2022-05-01
WACO,TX,10.5,2022-05-01
WICHITA FALLS,TX,12.1,2022-05-01
SALT LAKE CITY,UT,9.0,2022-05-01
BURLINGTON,VT,8.2,2022-05-01
LYNCHBURG,VA,5.9,2022-05-01
NORFOLK,VA,9.9,2022-05-01
RICHMOND,VA,7.9,2022-05-01
ROANOKE,VA,6.5,2022-05-01
WALLOPS ISLAND,VA,9.7,2022-05-01
OLYMPIA,WA,6.0,2022-05-01
QUILLAYUTE,WA,5.3,2022-05-01
SEATTLE,WA,7.7,2022-05-01
SPOKANE,WA,9.3,2022-05-01
WALLA WALLA,WA,8.3,2022-05-01
YAKIMA,WA,7.5,2022-05-01
BECKLEY,WV,7.0,2022-05-01
CHARLESTON,WV,4.4,2022-05-01
ELKINS,WV,4.9,2022-05-01
HUNTINGTON,WV,5.5,2022-05-01
GREEN BAY,WI,9.2,2022-05-01
LA CROSSE,WI,8.7,2022-05-01
MADISON,WI,8.4,2022-05-01
MILWAUKEE,WI,10.2,2022-05-01
CASPER,WY,10.7,2022-05-01
CHEYENNE,WY,11.9,2022-05-01
LANDER,WY,7.3,2022-05-01
SHERIDAN,WY,8.3,2022-05-01
GUAM,PC,9.6,2022-05-01
KOROR,PC,5.2,2022-05-01
SAN JUAN,PR,8.1,2022-05-01
BIRMINGHAM,AL,5.4,2022-06-01
HUNTSVILLE,AL,6.1,2022-06-01
MOBILE,AL,6.4,2022-06-01
MONTGOMERY,AL,5.0,2022-06-01
ANCHORAGE,AK,8.0,2022-06-01
ANNETTE,AK,7.2,2022-06-01
BARROW,AK,12.0,2022-06-01
BETHEL,AK,9.7,2022-06-01
BETTLES,AK,5.7,2022-06-01
BIG DELTA,AK,7.6,2022-06-01
COLD BAY,AK,14.9,2022-06-01
FAIRBANKS,AK,5.8,2022-06-01
GULKANA,AK,7.5,2022-06-01
HOMER,AK,7.2,2022-06-01
JUNEAU,AK,6.8,2022-06-01
KING SALMON,AK,9.1,2022-06-01
KODIAK,AK,9.3,2022-06-01
KOTZEBUE,AK,10.7,2022-06-01
MCGRATH,AK,5.3,2022-06-01
NOME,AK,8.9,2022-06-01
TALKEETNA,AK,4.6,2022-06-01
VALDEZ,AK,5.9,2022-06-01
YAKUTAT,AK,5.3,2022-06-01
FLAGSTAFF,AZ,7.1,2022-06-01
PHOENIX,AZ,6.9,2022-06-01
TUCSON,AZ,8.2,2022-06-01
WINSLOW,AZ,9.8,2022-06-01
FORT SMITH,AR,6.1,2022-06-01
LITTLE ROCK,AR,6.3,2022-06-01
BAKERSFIELD,CA,7.8,2022-06-01
BISHOP,CA,8.3,2022-06-01
BLUE CANYON,CA,5.1,2022-06-01
FRESNO,CA,8.3,2022-06-01
LONG BEACH,CA,6.4,2022-06-01
LOS ANGELES,CA,2.1,2022-06-01
REDDING,CA,7.0,2022-06-01
SACRAMENTO,CA,7.9,2022-06-01
SAN DIEGO,CA,7.2,2022-06-01
SAN FRANCISCO,CA,13.8,2022-06-01
SANTA BARBARA,CA,6.2,2022-06-01
SANTA MARIA,CA,8.4,2022-06-01
STOCKTON,CA,9.7,2022-06-01
ALAMOSA,CO,8.9,2022-06-01
COLORADO SPRINGS,CO,10.0,2022-06-01
DENVER,CO,8.3,2022-06-01
GRAND JUNCTION,CO,9.4,2022-06-01
PUEBLO,CO,9.2,2022-06-01
BRIDGEPORT,CT,8.6,2022-06-01
HARTFORD,CT,7.2,2022-06-01
WILMINGTON,DE,7.8,2022-06-01
WASHINGTON DULLES,DC,6.3,2022-06-01
DAYTONA BEACH,FL,6.3,2022-06-01
FORT MYERS,FL,6.2,2022-06-01
GAINESVILLE,FL,5.6,2022-06-01
JACKSONVILLE,FL,6.3,2022-06-01
